Workflow_ID,Process_Name,Task_ID,Task_Type,Priority_Level,Department,Assigned_Employee_ID,Task_Start_Time,Task_End_Time,Estimated_Time_Minutes,Actual_Time_Minutes,Delay_Flag,Approval_Level,Employee_Workload,Cost_Per_Task,workload_bin,start_date,start_month,start_hour,start_dayofweek,start_month_num,anomaly,cluster,pca1,pca2,dbscan_cluster
WF_295,Customer Complaint,TASK_295,Approval,Critical,Finance,EMP_119,2024-03-21 09:25:00,2024-03-21 11:33:00,20,128,1,Level 2,2,464.47,0-2,2024-03-21,2024-03,9,3,3,1,0,1.8679854082263454,-0.31642706702848594,4
WF_296,Purchase Order,TASK_296,Review,Critical,HR,EMP_56,2024-03-07 04:10:00,2024-03-07 07:59:00,229,229,0,Level 3,10,254.78,9-10,2024-03-07,2024-03,4,3,3,1,3,-0.7292844079059589,-1.290698667836348,1
WF_297,Purchase Order,TASK_297,Review,Critical,HR,EMP_69,2024-04-02 01:58:00,2024-04-02 02:47:00,51,49,0,Level 2,9,419.24,9-10,2024-04-02,2024-04,1,1,4,1,3,-0.45785177923249226,-1.2929732152394524,-1
WF_298,HR Onboarding,TASK_298,Validation,Medium,HR,EMP_139,2024-05-12 13:41:00,2024-05-12 15:41:00,73,120,1,Level 3,5,249.11,5-6,2024-05-12,2024-05,13,6,5,1,3,-0.6120872541958683,-1.529082190385794,1
WF_299,HR Onboarding,TASK_299,Data Entry,Medium,Customer Service,EMP_140,2024-06-05 04:52:00,2024-06-05 06:39:00,106,107,1,Level 1,1,298.56,0-2,2024-06-05,2024-06,4,2,6,1,1,0.3331410833346407,-0.5751369105507463,0
WF_300,IT Support Ticket,TASK_300,Validation,High,Operations,EMP_70,2024-12-16 19:22:00,2024-12-16 21:31:00,120,129,1,Level 1,2,455.72,0-2,2024-12-16,2024-12,19,0,12,1,2,-0.20119587188303362,1.8413719958979418,3
WF_301,Invoice Approval,TASK_301,Review,Medium,Operations,EMP_118,2024-05-07 15:25:00,2024-05-07 19:04:00,100,219,1,Level 3,10,251.29,9-10,2024-05-07,2024-05,15,1,5,1,2,-0.13052463384182994,2.104227097021573,3
WF_302,HR Onboarding,TASK_302,Validation,Critical,Finance,EMP_4,2024-12-14 16:45:00,2024-12-14 20:48:00,189,243,1,Level 2,3,473.82,3-4,2024-12-14,2024-12,16,5,12,1,0,1.654335268265831,-0.2454653547106588,4
WF_303,Invoice Approval,TASK_303,Validation,Critical,Finance,EMP_16,2024-04-25 17:20:00,2024-04-25 21:16:00,194,236,1,Level 3,7,255.6,7-8,2024-04-25,2024-04,17,3,4,1,0,1.8422639189313417,-0.17973420527521466,4
WF_304,Purchase Order,TASK_304,Review,Medium,Operations,EMP_84,2024-02-26 16:07:00,2024-02-26 20:23:00,159,256,1,Level 1,1,368.13,0-2,2024-02-26,2024-02,16,0,2,1,2,-0.4399145075716012,1.7837707741972557,3
WF_305,Purchase Order,TASK_305,Review,High,Operations,EMP_120,2024-09-24 17:55:00,2024-09-24 20:18:00,104,143,1,Level 1,9,134.17,9-10,2024-09-24,2024-09,17,1,9,1,2,0.04990897666593301,1.990405070920448,3
WF_306,IT Support Ticket,TASK_306,Escalation,Medium,IT,EMP_66,2024-06-23 17:58:00,2024-06-23 20:22:00,87,144,1,Level 3,4,382.21,3-4,2024-06-23,2024-06,17,6,6,1,1,-1.3219667019258643,0.14361700664155674,5
WF_307,Customer Complaint,TASK_307,Escalation,Medium,Finance,EMP_150,2024-03-29 12:20:00,2024-03-29 16:19:00,135,239,1,Level 3,3,378.49,3-4,2024-03-29,2024-03,12,4,3,1,0,1.7021080876660335,-0.2913912710944656,4
WF_308,IT Support Ticket,TASK_308,Data Entry,High,Operations,EMP_104,2024-11-24 07:51:00,2024-11-24 11:22:00,150,211,1,Level 3,8,441.9,7-8,2024-11-24,2024-11,7,6,11,1,2,-0.23543021421930854,2.107519350457599,3
WF_309,Purchase Order,TASK_309,Validation,Medium,Operations,EMP_33,2024-01-05 00:13:00,2024-01-05 04:47:00,175,274,1,Level 3,8,482.26,7-8,2024-01-05,2024-01,0,4,1,1,2,-0.37852169220813725,2.1397234076557745,3
WF_310,Purchase Order,TASK_310,Validation,High,Customer Service,EMP_109,2024-03-16 14:45:00,2024-03-16 15:19:00,28,34,1,Level 1,5,197.88,5-6,2024-03-16,2024-03,14,5,3,1,1,0.6043231291854859,-0.4675437840201053,8
WF_311,Customer Complaint,TASK_311,Escalation,Critical,Operations,EMP_51,2024-09-19 12:12:00,2024-09-19 16:25:00,161,253,1,Level 3,2,60.24,0-2,2024-09-19,2024-09,12,3,9,1,2,-0.2847766227162426,1.6801099083919684,3
WF_312,Purchase Order,TASK_312,Approval,High,HR,EMP_97,2024-06-26 13:13:00,2024-06-26 17:18:00,188,245,1,Level 3,7,486.83,7-8,2024-06-26,2024-06,13,2,6,1,3,-0.9202944343511202,-1.3054117944206636,1
WF_313,HR Onboarding,TASK_313,Review,Low,Customer Service,EMP_108,2024-08-18 19:12:00,2024-08-18 22:20:00,104,188,1,Level 3,6,288.1,5-6,2024-08-18,2024-08,19,6,8,1,1,0.2787862282797594,-0.3502111804415681,0
WF_314,IT Support Ticket,TASK_314,Data Entry,Medium,Customer Service,EMP_17,2024-12-02 10:47:00,2024-12-02 13:27:00,83,160,1,Level 3,1,128.43,0-2,2024-12-02,2024-12,10,0,12,1,1,0.2978733740880873,-0.6445810275160743,0
WF_315,HR Onboarding,TASK_315,Data Entry,High,HR,EMP_21,2024-06-26 07:24:00,2024-06-26 07:39:00,20,15,0,Level 1,4,263.05,3-4,2024-06-26,2024-06,7,2,6,-1,3,-0.4281911876034314,-1.5869457793471484,-1
WF_316,Purchase Order,TASK_316,Validation,Critical,Customer Service,EMP_137,2024-04-05 12:14:00,2024-04-05 14:24:00,106,130,1,Level 1,6,476.64,5-6,2024-04-05,2024-04,12,4,4,1,1,0.31639686793646543,-0.27309939557645685,0
WF_317,Purchase Order,TASK_317,Escalation,Medium,HR,EMP_147,2024-11-15 08:41:00,2024-11-15 14:13:00,233,332,1,Level 3,6,256.93,5-6,2024-11-15,2024-11,8,4,11,1,3,-1.0194993111419401,-1.4386546281218435,1
WF_318,IT Support Ticket,TASK_318,Approval,High,Customer Service,EMP_105,2024-06-12 00:11:00,2024-06-12 03:43:00,211,212,1,Level 2,3,134.96,3-4,2024-06-12,2024-06,0,2,6,1,1,0.2323824544937645,-0.5454632154827819,0
WF_319,HR Onboarding,TASK_319,Data Entry,Medium,IT,EMP_13,2024-12-30 23:03:00,2024-12-31 00:02:00,45,59,1,Level 1,1,372.72,0-2,2024-12-30,2024-12,23,0,12,1,1,-1.2098286544073598,-0.006372418891442909,-1
WF_320,HR Onboarding,TASK_320,Approval,Medium,IT,EMP_104,2024-12-26 21:09:00,2024-12-27 00:07:00,158,178,1,Level 2,3,331.05,3-4,2024-12-26,2024-12,21,3,12,1,1,-1.389494575010579,0.08389102461429732,5
WF_321,IT Support Ticket,TASK_321,Data Entry,Low,IT,EMP_149,2024-07-03 23:51:00,2024-07-04 04:46:00,224,295,1,Level 2,9,319.94,9-10,2024-07-03,2024-07,23,2,7,1,1,-1.4950034180242087,0.3586051722792589,5
WF_322,Invoice Approval,TASK_322,Validation,Medium,Operations,EMP_65,2024-11-13 07:41:00,2024-11-13 12:29:00,207,288,1,Level 2,2,87.99,0-2,2024-11-13,2024-11,7,2,11,1,2,-0.3664937792278382,1.7005212168402646,3
WF_323,HR Onboarding,TASK_323,Review,High,IT,EMP_46,2024-07-16 09:37:00,2024-07-16 14:07:00,167,270,1,Level 3,4,62.85,3-4,2024-07-16,2024-07,9,1,7,1,1,-1.4413007063794352,0.01877776886442073,5
WF_324,IT Support Ticket,TASK_324,Review,Medium,HR,EMP_12,2024-11-12 04:43:00,2024-11-12 06:17:00,62,94,1,Level 3,1,426.8,0-2,2024-11-12,2024-11,4,1,11,1,3,-0.7169772374468216,-1.620853612198523,1
WF_325,Invoice Approval,TASK_325,Escalation,Critical,IT,EMP_30,2024-01-11 11:38:00,2024-01-11 13:50:00,126,132,1,Level 1,1,130.21,0-2,2024-01-11,2024-01,11,3,1,1,1,-1.2549935543980035,-0.1058911974985492,5
WF_326,IT Support Ticket,TASK_326,Review,Low,IT,EMP_28,2024-05-31 13:45:00,2024-05-31 14:36:00,53,51,0,Level 1,8,365.34,7-8,2024-05-31,2024-05,13,4,5,1,1,-1.0456542207696418,0.2866914565699824,5
WF_327,Purchase Order,TASK_327,Escalation,High,Finance,EMP_76,2024-04-30 15:30:00,2024-04-30 18:30:00,75,180,1,Level 3,2,197.29,0-2,2024-04-30,2024-04,15,1,4,1,0,1.8751954546902077,-0.43198628138551226,4
WF_328,HR Onboarding,TASK_328,Approval,Critical,HR,EMP_24,2024-08-12 18:04:00,2024-08-12 19:49:00,59,105,1,Level 2,1,478.04,0-2,2024-08-12,2024-08,18,0,8,1,3,-0.7603916736281083,-1.5943263343497418,1
WF_329,Purchase Order,TASK_329,Validation,Low,HR,EMP_90,2024-05-27 14:28:00,2024-05-27 16:23:00,94,115,1,Level 1,9,494.16,9-10,2024-05-27,2024-05,14,0,5,1,3,-0.6213684947795689,-1.2437970364675492,9
WF_330,Customer Complaint,TASK_330,Data Entry,High,IT,EMP_112,2024-05-17 07:22:00,2024-05-17 10:40:00,131,198,1,Level 3,6,127.69,5-6,2024-05-17,2024-05,7,4,5,1,1,-1.2825978452830797,0.11966824195813897,5
WF_331,Customer Complaint,TASK_331,Review,High,Customer Service,EMP_118,2024-09-13 21:21:00,2024-09-14 00:58:00,173,217,1,Level 1,6,353.68,5-6,2024-09-13,2024-09,21,4,9,1,1,0.19331722893449674,-0.31315422233190227,0
WF_332,Invoice Approval,TASK_332,Escalation,Low,Finance,EMP_13,2024-11-06 02:16:00,2024-11-06 06:04:00,228,228,0,Level 2,7,253.29,7-8,2024-11-06,2024-11,2,2,11,1,0,1.8592602675408805,-0.18249200989376718,4
WF_333,Customer Complaint,TASK_333,Validation,Low,IT,EMP_74,2024-08-27 13:16:00,2024-08-27 16:45:00,121,209,1,Level 3,7,394.46,7-8,2024-08-27,2024-08,13,1,8,1,1,-1.395173305538144,0.29074917855359195,5
WF_334,HR Onboarding,TASK_334,Approval,Critical,Operations,EMP_28,2024-04-08 10:42:00,2024-04-08 13:52:00,74,190,1,Level 1,2,378.69,0-2,2024-04-08,2024-04,10,0,4,1,2,-0.2913228979176695,1.8176315121450248,3
WF_335,IT Support Ticket,TASK_335,Review,High,IT,EMP_104,2024-01-29 14:04:00,2024-01-29 17:06:00,185,182,0,Level 3,9,258.99,9-10,2024-01-29,2024-01,14,0,1,1,1,-1.243118928956587,0.3062545574352675,5
WF_336,Invoice Approval,TASK_336,Approval,Medium,HR,EMP_41,2024-03-20 13:11:00,2024-03-20 15:25:00,111,134,1,Level 1,8,325.7,7-8,2024-03-20,2024-03,13,2,3,1,3,-0.6099158429644332,-1.3621308068132847,1
WF_337,HR Onboarding,TASK_337,Approval,Medium,Customer Service,EMP_64,2024-11-17 18:26:00,2024-11-17 21:49:00,137,203,1,Level 2,5,113.07,5-6,2024-11-17,2024-11,18,6,11,1,1,0.3009953204277162,-0.4724852768418792,0
WF_338,HR Onboarding,TASK_338,Validation,Critical,Operations,EMP_93,2024-10-06 05:40:00,2024-10-06 09:03:00,196,203,1,Level 3,10,138.86,9-10,2024-10-06,2024-10,5,6,10,1,2,-0.05157096515751608,2.04771479452856,3
WF_339,IT Support Ticket,TASK_339,Approval,Medium,IT,EMP_132,2024-09-22 06:09:00,2024-09-22 09:55:00,221,226,1,Level 1,8,495.86,7-8,2024-09-22,2024-09,6,6,9,1,1,-1.4508077725961586,0.38485501313762893,5
WF_340,Invoice Approval,TASK_340,Escalation,High,Operations,EMP_72,2024-11-29 08:11:00,2024-11-29 10:00:00,25,109,1,Level 3,2,56.95,0-2,2024-11-29,2024-11,8,4,11,1,2,0.0051892300552513326,1.6485815056287558,3
WF_341,Customer Complaint,TASK_341,Data Entry,Medium,IT,EMP_50,2024-08-21 19:38:00,2024-08-21 23:50:00,139,252,1,Level 3,1,132.64,0-2,2024-08-21,2024-08,19,2,8,1,1,-1.4965017878949483,-0.07976495427262537,5
WF_342,IT Support Ticket,TASK_342,Data Entry,Low,HR,EMP_80,2024-11-28 15:32:00,2024-11-28 19:38:00,171,246,1,Level 1,10,467.0,9-10,2024-11-28,2024-11,15,3,11,1,3,-0.8518585190812721,-1.1867751828062771,1
WF_343,HR Onboarding,TASK_343,Data Entry,Critical,HR,EMP_18,2024-06-25 20:50:00,2024-06-26 00:01:00,194,191,0,Level 2,7,240.6,7-8,2024-06-25,2024-06,20,1,6,1,3,-0.7093842555590281,-1.433123996658962,1
WF_344,Purchase Order,TASK_344,Escalation,High,Customer Service,EMP_13,2024-11-12 17:25:00,2024-11-12 18:30:00,21,65,1,Level 3,7,261.4,7-8,2024-11-12,2024-11,17,1,11,1,1,0.5571517536725012,-0.3458392862148199,0
WF_345,Invoice Approval,TASK_345,Escalation,Medium,HR,EMP_47,2024-07-25 23:45:00,2024-07-26 02:56:00,115,191,1,Level 2,5,319.36,5-6,2024-07-25,2024-07,23,3,7,1,3,-0.7836770156148575,-1.4810743328358507,1
WF_346,Purchase Order,TASK_346,Validation,Low,Customer Service,EMP_93,2024-10-13 23:18:00,2024-10-14 02:52:00,167,214,1,Level 1,1,429.25,0-2,2024-10-13,2024-10,23,6,10,1,1,0.06419703786823096,-0.49104645736348185,0
WF_347,IT Support Ticket,TASK_347,Escalation,High,Operations,EMP_110,2024-08-14 23:39:00,2024-08-15 03:21:00,192,222,1,Level 3,2,253.2,0-2,2024-08-14,2024-08,23,2,8,1,2,-0.30312063179083704,1.7649322373220595,3
WF_348,Purchase Order,TASK_348,Approval,Critical,Customer Service,EMP_77,2024-03-15 21:20:00,2024-03-15 23:26:00,57,126,1,Level 1,1,173.45,0-2,2024-03-15,2024-03,21,4,3,1,1,0.3472384811055363,-0.6303622558461482,0
WF_349,HR Onboarding,TASK_349,Approval,Medium,IT,EMP_69,2024-12-03 16:55:00,2024-12-03 21:06:00,218,251,1,Level 1,7,90.28,7-8,2024-12-03,2024-12,16,1,12,1,1,-1.3524915814135745,0.1556066848755393,5
WF_350,Purchase Order,TASK_350,Review,Low,HR,EMP_77,2024-04-21 11:14:00,2024-04-21 15:16:00,209,242,1,Level 1,8,230.69,7-8,2024-04-21,2024-04,11,6,4,1,3,-0.7867383162458402,-1.3845936798345844,1
WF_351,Customer Complaint,TASK_351,Review,Medium,Finance,EMP_72,2024-11-29 21:50:00,2024-11-30 00:09:00,128,139,1,Level 2,6,479.53,5-6,2024-11-29,2024-11,21,4,11,1,0,1.9225529834136341,-0.13660241188508837,4
WF_352,Invoice Approval,TASK_352,Data Entry,Critical,Operations,EMP_25,2024-09-10 13:51:00,2024-09-10 19:08:00,224,317,1,Level 1,10,344.55,9-10,2024-09-10,2024-09,13,1,9,-1,2,-0.3658217984633071,2.168739010626361,-1
WF_353,Customer Complaint,TASK_353,Data Entry,Critical,Operations,EMP_40,2024-01-15 17:15:00,2024-01-15 21:52:00,200,277,1,Level 2,2,99.92,0-2,2024-01-15,2024-01,17,0,1,1,2,-0.3494236948456332,1.7038748509010995,3
WF_354,Purchase Order,TASK_354,Review,Low,Finance,EMP_55,2024-12-15 06:30:00,2024-12-15 09:33:00,93,183,1,Level 2,8,455.49,7-8,2024-12-15,2024-12,6,6,12,1,0,1.8858439337497626,-0.05361005637102523,4
WF_355,Invoice Approval,TASK_355,Data Entry,Low,IT,EMP_15,2024-06-19 19:15:00,2024-06-20 00:17:00,219,302,1,Level 1,3,384.66,3-4,2024-06-19,2024-06,19,2,6,1,1,-1.6603633573373693,0.1350591845278185,5
WF_356,Customer Complaint,TASK_356,Data Entry,Low,IT,EMP_147,2024-01-26 11:28:00,2024-01-26 12:52:00,77,84,1,Level 2,2,55.51,0-2,2024-01-26,2024-01,11,4,1,1,1,-1.1069194263948527,-0.10861394734748236,5
WF_357,Invoice Approval,TASK_357,Data Entry,High,Customer Service,EMP_50,2024-03-25 13:17:00,2024-03-25 17:59:00,238,282,1,Level 2,5,358.33,5-6,2024-03-25,2024-03,13,0,3,1,1,0.040386580104722916,-0.340028408613692,0
WF_358,Customer Complaint,TASK_358,Validation,High,IT,EMP_132,2024-11-03 03:49:00,2024-11-03 06:36:00,97,167,1,Level 3,2,108.14,0-2,2024-11-03,2024-11,3,6,11,1,1,-1.2952104440242773,-0.066443089179893,5
WF_359,IT Support Ticket,TASK_359,Review,Low,HR,EMP_43,2024-07-16 22:17:00,2024-07-17 02:05:00,152,228,1,Level 2,2,129.86,0-2,2024-07-16,2024-07,22,1,7,1,3,-0.8409708588677592,-1.6908196928535433,1
WF_360,Customer Complaint,TASK_360,Validation,Low,HR,EMP_58,2024-07-18 10:04:00,2024-07-18 14:47:00,212,283,1,Level 3,2,451.49,0-2,2024-07-18,2024-07,10,3,7,1,3,-1.0853298996477698,-1.5272333579669877,1
WF_361,IT Support Ticket,TASK_361,Data Entry,Critical,Operations,EMP_49,2024-10-16 22:09:00,2024-10-16 23:55:00,13,106,1,Level 2,3,398.06,3-4,2024-10-16,2024-10,22,2,10,1,2,-0.1103311772787825,1.8519130702388684,3
WF_362,Customer Complaint,TASK_362,Review,Critical,IT,EMP_48,2024-02-22 18:15:00,2024-02-22 21:30:00,153,195,1,Level 2,9,99.03,9-10,2024-02-22,2024-02,18,3,2,1,1,-1.2024629816059145,0.23329549378491576,5
WF_363,Customer Complaint,TASK_363,Review,Low,Finance,EMP_136,2024-11-04 07:34:00,2024-11-04 10:37:00,169,183,1,Level 1,5,440.03,5-6,2024-11-04,2024-11,7,0,11,1,0,1.8301212001937581,-0.18873153706701679,4
WF_364,HR Onboarding,TASK_364,Validation,Low,Customer Service,EMP_82,2024-01-05 08:18:00,2024-01-05 13:11:00,194,293,1,Level 1,7,340.72,7-8,2024-01-05,2024-01,8,4,1,1,1,0.0671320477764968,-0.2608631289710474,0
WF_365,Customer Complaint,TASK_365,Data Entry,High,Finance,EMP_17,2024-04-10 09:41:00,2024-04-10 12:59:00,141,198,1,Level 1,1,234.14,0-2,2024-04-10,2024-04,9,2,4,1,0,1.803029958939357,-0.45341168030876966,4
WF_366,Invoice Approval,TASK_366,Escalation,Low,Customer Service,EMP_56,2024-10-28 20:13:00,2024-10-28 21:58:00,77,105,1,Level 1,9,82.7,9-10,2024-10-28,2024-10,20,0,10,1,1,0.5929584455592122,-0.3368373476955739,0
WF_367,HR Onboarding,TASK_367,Validation,Critical,Operations,EMP_88,2024-11-16 13:21:00,2024-11-16 17:49:00,228,268,1,Level 1,7,343.92,7-8,2024-11-16,2024-11,13,5,11,1,2,-0.3295271648672171,2.030433614381181,3
WF_368,Purchase Order,TASK_368,Approval,Medium,HR,EMP_24,2024-02-03 09:13:00,2024-02-03 13:17:00,220,244,1,Level 3,5,119.22,5-6,2024-02-03,2024-02,9,5,2,1,3,-0.8064293853412202,-1.5647138933092928,1
WF_369,IT Support Ticket,TASK_369,Escalation,Critical,Finance,EMP_16,2024-05-30 15:40:00,2024-05-30 19:39:00,197,239,1,Level 1,9,385.36,9-10,2024-05-30,2024-05,15,3,5,1,0,1.8235833420309775,-0.03252453150755236,4
WF_370,HR Onboarding,TASK_370,Validation,High,Operations,EMP_28,2024-09-15 02:37:00,2024-09-15 04:15:00,52,98,1,Level 1,2,52.77,0-2,2024-09-15,2024-09,2,6,9,1,2,0.028977812260524413,1.6443147266634088,3
WF_371,Customer Complaint,TASK_371,Approval,Medium,Operations,EMP_89,2024-05-05 00:25:00,2024-05-05 04:26:00,180,241,1,Level 3,6,212.97,5-6,2024-05-05,2024-05,0,6,5,1,2,-0.24152796048256464,1.9202685276049232,3
WF_372,HR Onboarding,TASK_372,Escalation,Low,Finance,EMP_37,2024-02-07 15:38:00,2024-02-07 18:19:00,117,161,1,Level 1,7,185.41,7-8,2024-02-07,2024-02,15,2,2,1,0,2.021845152305316,-0.22854624124698494,4
WF_373,Customer Complaint,TASK_373,Escalation,High,IT,EMP_24,2024-02-11 18:00:00,2024-02-11 19:23:00,47,83,1,Level 2,5,354.78,5-6,2024-02-11,2024-02,18,6,2,1,1,-1.1675523996295916,0.16054827116175585,5
WF_374,HR Onboarding,TASK_374,Escalation,Critical,Finance,EMP_89,2024-02-16 04:59:00,2024-02-16 10:32:00,234,333,1,Level 2,1,270.88,0-2,2024-02-16,2024-02,4,4,2,-1,0,1.5171512647471808,-0.4079338919079355,-1
WF_375,Customer Complaint,TASK_375,Approval,High,Operations,EMP_126,2024-06-19 04:02:00,2024-06-19 08:16:00,176,254,1,Level 1,2,215.19,0-2,2024-06-19,2024-06,4,2,6,1,2,-0.3514009348484852,1.7536130823954565,3
WF_376,Customer Complaint,TASK_376,Approval,Low,Finance,EMP_50,2024-12-08 10:45:00,2024-12-08 13:25:00,74,160,1,Level 1,7,398.96,7-8,2024-12-08,2024-12,10,6,12,1,0,1.9347906036181577,-0.1277401539129155,4
WF_377,Purchase Order,TASK_377,Review,High,Operations,EMP_28,2024-05-26 12:02:00,2024-05-26 16:04:00,211,242,1,Level 3,4,478.13,3-4,2024-05-26,2024-05,12,6,5,1,2,-0.3955609083090902,1.9606979631766144,3
WF_378,Invoice Approval,TASK_378,Data Entry,Low,Customer Service,EMP_61,2024-02-21 13:23:00,2024-02-21 15:02:00,101,99,0,Level 1,9,129.23,9-10,2024-02-21,2024-02,13,2,2,1,1,0.5855783636777059,-0.3160763911858006,0
WF_379,Customer Complaint,TASK_379,Data Entry,High,IT,EMP_145,2024-08-09 09:55:00,2024-08-09 10:17:00,12,22,1,Level 2,1,431.8,0-2,2024-08-09,2024-08,9,4,8,-1,1,-1.1603147446024615,0.013872647178248378,-1
WF_380,Invoice Approval,TASK_380,Validation,Medium,Operations,EMP_101,2024-08-11 05:28:00,2024-08-11 07:36:00,88,128,1,Level 3,10,118.51,9-10,2024-08-11,2024-08,5,6,8,1,2,0.10722504590101976,2.0224782635366103,3
WF_381,Customer Complaint,TASK_381,Review,Critical,IT,EMP_18,2024-12-22 10:36:00,2024-12-22 14:57:00,235,261,1,Level 1,4,116.52,3-4,2024-12-22,2024-12,10,6,12,1,1,-1.4456460757940615,0.04229169524626342,5
WF_382,HR Onboarding,TASK_382,Validation,Critical,IT,EMP_108,2024-02-18 15:35:00,2024-02-18 17:53:00,133,138,1,Level 1,8,264.39,7-8,2024-02-18,2024-02,15,6,2,1,1,-1.1779128875236728,0.2570478831172225,5
WF_383,Customer Complaint,TASK_383,Escalation,High,HR,EMP_35,2024-02-15 10:28:00,2024-02-15 12:12:00,70,104,1,Level 3,1,233.89,0-2,2024-02-15,2024-02,10,3,2,1,3,-0.6565674852812371,-1.7100232291437598,-1
WF_384,Invoice Approval,TASK_384,Data Entry,Medium,IT,EMP_22,2024-02-07 11:52:00,2024-02-07 16:38:00,192,286,1,Level 2,9,165.96,9-10,2024-02-07,2024-02,11,2,2,1,1,-1.4127506451073597,0.2838957116414439,5
WF_385,Invoice Approval,TASK_385,Data Entry,Critical,Operations,EMP_15,2024-01-31 09:56:00,2024-01-31 14:24:00,201,268,1,Level 3,4,286.62,3-4,2024-01-31,2024-01,9,2,1,1,2,-0.36780098787591164,1.8755208189107977,3
WF_386,IT Support Ticket,TASK_386,Escalation,High,Customer Service,EMP_18,2024-12-02 02:37:00,2024-12-02 06:28:00,222,231,1,Level 2,7,219.35,7-8,2024-12-02,2024-12,2,0,12,1,1,0.24200372923402133,-0.3311787022748532,0
WF_387,Purchase Order,TASK_387,Review,Critical,HR,EMP_137,2024-03-16 00:45:00,2024-03-16 04:42:00,208,237,1,Level 2,9,437.83,9-10,2024-03-16,2024-03,0,5,3,1,3,-0.8423797654862358,-1.2450493903763153,1
WF_388,IT Support Ticket,TASK_388,Approval,High,HR,EMP_44,2024-08-09 02:33:00,2024-08-09 06:18:00,190,225,1,Level 1,1,305.02,0-2,2024-08-09,2024-08,2,4,8,1,3,-0.9287304196602936,-1.6511921125666253,1
WF_389,Invoice Approval,TASK_389,Validation,Low,HR,EMP_13,2024-04-02 18:19:00,2024-04-02 23:19:00,192,300,1,Level 3,3,114.58,3-4,2024-04-02,2024-04,18,1,4,1,3,-0.958172015319756,-1.6404585745006304,1
WF_390,HR Onboarding,TASK_390,Escalation,Critical,Finance,EMP_40,2024-11-26 00:29:00,2024-11-26 03:33:00,97,184,1,Level 2,2,113.79,0-2,2024-11-26,2024-11,0,1,11,1,0,1.9020017144767989,-0.4706512068063064,4
WF_391,Customer Complaint,TASK_391,Validation,High,HR,EMP_87,2024-06-04 20:28:00,2024-06-04 22:33:00,60,125,1,Level 1,4,455.54,3-4,2024-06-04,2024-06,20,1,6,1,3,-0.7289206121985653,-1.4729980369366718,1
WF_392,IT Support Ticket,TASK_392,Escalation,Critical,Finance,EMP_7,2024-03-01 11:30:00,2024-03-01 11:52:00,14,22,1,Level 3,1,387.98,0-2,2024-03-01,2024-03,11,4,3,-1,0,2.0915984325410717,-0.41727433598654634,-1
WF_393,Customer Complaint,TASK_393,Review,Critical,HR,EMP_132,2024-03-03 16:23:00,2024-03-03 18:51:00,68,148,1,Level 3,5,289.06,5-6,2024-03-03,2024-03,16,6,3,1,3,-0.6848634211406791,-1.5043569716088623,1
WF_394,Invoice Approval,TASK_394,Validation,High,Customer Service,EMP_45,2024-07-07 02:36:00,2024-07-07 06:03:00,151,207,1,Level 1,6,472.74,5-6,2024-07-07,2024-07,2,6,7,1,1,0.1637058047784449,-0.25891741122052897,0
WF_395,Purchase Order,TASK_395,Approval,Medium,Customer Service,EMP_60,2024-02-12 07:45:00,2024-02-12 09:44:00,13,119,1,Level 3,8,188.32,7-8,2024-02-12,2024-02,7,0,2,1,1,0.5001296740648364,-0.3265654614137826,0
WF_396,IT Support Ticket,TASK_396,Data Entry,High,IT,EMP_56,2024-05-27 09:39:00,2024-05-27 12:37:00,172,178,1,Level 1,7,205.62,7-8,2024-05-27,2024-05,9,0,5,1,1,-1.2542918354788244,0.19497102992960025,5
WF_397,Invoice Approval,TASK_397,Data Entry,Critical,Customer Service,EMP_138,2024-09-27 18:15:00,2024-09-27 21:27:00,135,192,1,Level 3,4,75.4,3-4,2024-09-27,2024-09,18,4,9,1,1,0.3180271524230116,-0.5351964664293688,0
WF_398,Invoice Approval,TASK_398,Data Entry,Medium,Finance,EMP_113,2024-03-14 14:05:00,2024-03-14 15:05:00,23,60,1,Level 3,8,404.27,7-8,2024-03-14,2024-03,14,3,3,1,0,2.153711869362513,-0.10343954949858275,4
WF_399,Invoice Approval,TASK_399,Data Entry,Critical,Customer Service,EMP_13,2024-03-08 23:07:00,2024-03-09 03:31:00,195,264,1,Level 2,3,181.11,3-4,2024-03-08,2024-03,23,4,3,1,1,0.10892168016917915,-0.5128098902064379,0
WF_400,Purchase Order,TASK_400,Data Entry,High,IT,EMP_118,2024-09-26 14:41:00,2024-09-26 20:10:00,237,329,1,Level 3,1,225.72,0-2,2024-09-26,2024-09,14,3,9,-1,1,-1.6896372904621018,-0.01970912415138859,-1
WF_401,HR Onboarding,TASK_401,Approval,Medium,Finance,EMP_82,2024-08-01 20:47:00,2024-08-02 00:19:00,99,212,1,Level 3,10,276.36,9-10,2024-08-01,2024-08,20,3,8,1,0,1.9438753117004366,-0.04710105765833156,4
WF_402,Customer Complaint,TASK_402,Validation,High,IT,EMP_56,2024-04-26 19:10:00,2024-04-26 20:17:00,46,67,1,Level 3,2,237.14,0-2,2024-04-26,2024-04,19,4,4,1,1,-1.1485961139541963,-0.026237018326543293,5
